importId,currency.id,mainInvoicingAddressStr,deliveryAddressStr,company.id,clientPartner.name,creationDate,statusSelect,exTaxTotal,taxTotal,inTaxTotal,attrs,saleOrderLineListImportId,flag
4825,148,"Attn: Accounts Payable
PO Box 3056, RANCHO MIRAGE, CA 92270","73681 OAK FLATS DR, PALM DESERT, CA 92260-1237",1,Assistance League of Coachella Valley,2023-05-23,4,0,0,0,"{""soNum"":""4825"",""cfiWooCommerceOrderItemIdentity1"":""UNITED STATES"",""cfiWooCommerceOrderItemIdentity2"":""FALSE"",""carrierName"":""UPS"",""taxRateName"":""None"",""poNum"":"""",""salesman"":""ageary"",""shippingTerms"":""Prepaid & Billed"",""paymentTerms"":""NET 30"",""fob"":""Origin"",""quickBooksClassName"":""Z Dental"",""locationGroupName"":""Main"",""carrierService"":""Ground"",""cfAetnaMember"":false,""cfAetnaBulk"":false,""cfShippedByPitneyBowes"":false,""taxCod"":""CA""}",4825/100-TBCAP,SO
4616,148,"Attn: Accounts Payable
PO Box 3056, RANCHO MIRAGE, CA 92270","Indio HS
Indio Middle School
PSUSD 
Coachella HS
Desert Mirage HS, , CA ",1,Assistance League of Coachella Valley,2023-04-17,4,0,0,0,"{""soNum"":""4616"",""cfiWooCommerceOrderItemIdentity1"":""UNITED STATES"",""cfiWooCommerceOrderItemIdentity2"":""FALSE"",""carrierName"":""UPS"",""taxRateName"":""None"",""poNum"":"""",""salesman"":""ageary"",""shippingTerms"":""Prepaid & Billed"",""paymentTerms"":""NET 30"",""fob"":""Origin"",""quickBooksClassName"":""Z Dental"",""locationGroupName"":""Main"",""carrierService"":""Ground"",""cfAetnaMember"":false,""cfAetnaBulk"":false,""cfShippedByPitneyBowes"":false,""taxCod"":""CA""}",4616/100-TBCAP,SO
4578,148,"Attn: Accounts Payable
PO Box 3056, RANCHO MIRAGE, CA 92270","83391 DILLON AVE, INDIO, CA 92201-3321",1,Assistance League of Coachella Valley,2023-04-11,4,431.25,60.37500000000001,491.625,"{""soNum"":""4578"",""cfiWooCommerceOrderItemIdentity1"":""UNITED STATES"",""cfiWooCommerceOrderItemIdentity2"":""FALSE"",""carrierName"":""UPS"",""taxRateName"":""None"",""poNum"":"""",""salesman"":""ageary"",""shippingTerms"":""Prepaid & Billed"",""paymentTerms"":""NET 30"",""fob"":""Origin"",""quickBooksClassName"":""Z Dental"",""locationGroupName"":""Main"",""carrierService"":""Ground"",""cfAetnaMember"":false,""cfAetnaBulk"":false,""cfShippedByPitneyBowes"":false,""taxCod"":""CA""}",4578/810-COMB-NW,SO
4250,148,"# 445
3219 E CAMELBACK RD, PHOENIX, AZ 85018-2307","STE 140
1011 TUNNEL RD, ASHEVILLE, NC 28805-2059",1,Source1- Allison White,2023-02-21,4,0,0,0,"{""soNum"":""4250"",""cfiWooCommerceOrderItemIdentity1"":""UNITED STATES"",""cfiWooCommerceOrderItemIdentity2"":""FALSE"",""carrierName"":""USPS"",""taxRateName"":""None"",""poNum"":""NC1985830025"",""salesman"":""Ernesto"",""shippingTerms"":""Prepaid & Billed"",""paymentTerms"":""COD"",""fob"":""Origin"",""quickBooksClassName"":""Z Dental"",""locationGroupName"":""Main"",""carrierService"":""Flat Rate"",""cfAetnaMember"":false,""cfAetnaBulk"":false,""cfShippedByPitneyBowes"":false,""taxCod"":""AZ""}",4250/100-500-Z,SO
3876,148,"Delta Dental of California
560 Mission Street, Suite 1300, SAN FRANCISCO, CA 94105","Shipping to multiple addresses, ,  ",1,Delta Dental of Pennsylvania -Judy Smith,2022-12-15,3,24948,3492.7200000000003,28440.72,"{""soNum"":""3876"",""cfiWooCommerceOrderItemIdentity1"":""UNITED STATES"",""cfiWooCommerceOrderItemIdentity2"":""FALSE"",""carrierName"":""UPS"",""taxRateName"":""None"",""poNum"":"""",""salesman"":""Samantha"",""shippingTerms"":""Prepaid & Billed"",""paymentTerms"":""NET 30"",""fob"":""Origin"",""quickBooksClassName"":""Z Dental"",""locationGroupName"":""Main"",""carrierService"":""Ground"",""cfAetnaMember"":false,""cfAetnaBulk"":false,""cfShippedByPitneyBowes"":false,""taxCod"":""CA""}",3876/600-100-442-DD,SO
3820,148,"1057 META DR, CINCINNATI, OH 45237-5007","1057 META DR, CINCINNATI, OH 45237-5007",1,Assistance League of Cincinnati,2022-12-09,4,0,0,0,"{""soNum"":""3820"",""cfiWooCommerceOrderItemIdentity1"":""UNITED STATES"",""cfiWooCommerceOrderItemIdentity2"":""FALSE"",""carrierName"":""UPS"",""taxRateName"":""None"",""poNum"":""11/28ASK"",""salesman"":""ageary"",""shippingTerms"":""Prepaid & Billed"",""paymentTerms"":""NET 30"",""fob"":""Origin"",""quickBooksClassName"":""Z Dental"",""locationGroupName"":""Main"",""carrierService"":""Ground"",""cfAetnaMember"":false,""cfAetnaBulk"":false,""cfShippedByPitneyBowes"":false,""taxCod"":""OH""}",3820/885-TISPAK,SO
2262,148,"Attn: Accounts Payable
PO Box 3056, RANCHO MIRAGE, CA 92270","Jill Beighley
77-092 Desi Drive, INDIAN WELLS, CA 92210",1,Assistance League of Coachella Valley,2022-05-12,5,0,0,0,"{""soNum"":""2262"",""cfiWooCommerceOrderItemIdentity1"":""UNITED STATES"",""cfiWooCommerceOrderItemIdentity2"":""FALSE"",""carrierName"":""UPS"",""taxRateName"":""None"",""poNum"":"""",""salesman"":""ageary"",""shippingTerms"":""Prepaid & Billed"",""paymentTerms"":""COD"",""fob"":""Origin"",""quickBooksClassName"":""None"",""locationGroupName"":""Main"",""carrierService"":"""",""cfAetnaMember"":false,""cfAetnaBulk"":false,""cfShippedByPitneyBowes"":false,""taxCod"":""CA""}",2262/110-FLOSS-3YD-72,SO
2236,148,"Attn: Accounts Payable
PO Box 3056, RANCHO MIRAGE, CA 92270","150 DISTRICT CENTER DR, PALM SPRINGS, CA 92264-3626",1,Assistance League of Coachella Valley,2022-05-09,4,0,0,0,"{""soNum"":""2236"",""cfiWooCommerceOrderItemIdentity1"":""UNITED STATES"",""cfiWooCommerceOrderItemIdentity2"":""FALSE"",""carrierName"":""UPS"",""taxRateName"":""None"",""poNum"":"""",""salesman"":""ageary"",""shippingTerms"":""Prepaid & Billed"",""paymentTerms"":""COD"",""fob"":""Origin"",""quickBooksClassName"":""Z Dental"",""locationGroupName"":""Main"",""carrierService"":""Ground"",""cfAetnaMember"":false,""cfAetnaBulk"":false,""cfShippedByPitneyBowes"":false,""taxCod"":""CA""}",2236/110-FLOSS-HDE-72,SO
1049,148,"Delta Dental of California
560 Mission Street, Suite 1300, SAN FRANCISCO, CA 94105","STE 1300
560 MISSION ST, SAN FRANCISCO, CA 94105-0938",1,Delta Dental of Pennsylvania -Judy Smith,2021-12-20,4,0,0,0,"{""soNum"":""1049"",""cfiWooCommerceOrderItemIdentity1"":""UNITED STATES"",""cfiWooCommerceOrderItemIdentity2"":""FALSE"",""carrierName"":""UPS"",""taxRateName"":""None"",""poNum"":"""",""salesman"":""ageary"",""shippingTerms"":""Prepaid & Billed"",""paymentTerms"":""NET 30"",""fob"":""Origin"",""quickBooksClassName"":""None"",""locationGroupName"":""Main"",""carrierService"":""Ground"",""cfAetnaMember"":false,""cfAetnaBulk"":false,""cfShippedByPitneyBowes"":false,""taxCod"":""CA""}",1049/600-100-442-DD,SO
695,148,"560 Mission Street, Suite 1300, SAN FRANCISCO, CA 94105","Kisha Marshall
461 Manget St., MARIETTA, GA 30060",1,Delta Dental of Pennsylvania -Judy Smith,2021-11-17,4,0,0,0,"{""soNum"":""695"",""cfiWooCommerceOrderItemIdentity1"":""UNITED STATES"",""cfiWooCommerceOrderItemIdentity2"":""FALSE"",""carrierName"":""Will Call"",""taxRateName"":""None"",""poNum"":"""",""salesman"":""mslusher"",""shippingTerms"":""Prepaid & Billed"",""paymentTerms"":""NET 30"",""fob"":""Origin"",""quickBooksClassName"":""None"",""locationGroupName"":""Main"",""carrierService"":"""",""cfAetnaMember"":false,""cfAetnaBulk"":false,""cfShippedByPitneyBowes"":false,""taxCod"":""CA""}",695/600-110-FLOSS-M-DD,SO
